,"BatchID","Glucose concentration","Pyruvate concentration","Acetald concentration","Acetate concentration","Ethanol concentration","Active cell material","Acetaldehyde dehydrogenase","Specific oxygen uptake rate","Specific carbon dioxide evolution rate","Biomass"
"17#144",17,0.4180205,-0.0002209728,0.06175289,0.0621645,8.392153,0.5495362,0.0809131,10.88465,6.287011,5.822019
"17#145",17,0.6458822,-0.0006863319,0.003321426,0.06515002,7.295982,0.5636079,0.08533452,12.0083,6.597027,6.215564
"17#146",17,0.1789188,-0.0002034648,0.04586224,0.06805672,6.385105,0.5740745,0.08872703,12.61978,7.568552,6.444388
"17#147",17,0.006016448,-9.599341E-05,0.03594236,0.07279242,5.201742,0.5858567,0.09154873,13.2666,6.956652,6.847019
"17#148",17,-0.5858378,9.977888E-05,-0.04695554,0.07293507,5.077316,0.5915405,0.09139955,13.35018,7.890565,6.927436
"17#149",17,0.2365044,0.000166725,0.002106585,0.07299332,4.625072,0.5991601,0.09221556,13.54542,8.499688,6.944502
"17#150",17,-0.09603906,-7.404869E-05,0.008013607,0.07523632,4.11788,0.5940667,0.0920003,13.66004,7.934081,7.231625
"17#151",17,-0.5924825,0.0006223373,-0.01285286,0.0741234,3.687936,0.6072697,0.09241848,13.66212,7.597908,7.293815
"17#152",17,-0.3607054,-0.000552302,0.03594914,0.07297554,3.083749,0.6111208,0.09195057,13.79769,8.110058,7.561337
"17#153",17,0.3237759,-0.0009198078,-0.002675884,0.06945176,2.536862,0.6254671,0.09138412,13.64534,8.441641,7.793243
"17#154",17,-0.006123855,0.0004431052,-0.02996486,0.06828655,2.104426,0.625432,0.09016463,13.42496,7.721728,7.978855
"17#155",17,0.1890305,0.0002714583,0.004262928,0.06346057,1.810108,0.6250007,0.09051068,13.06356,7.840744,8.011487
"17#156",17,-0.239277,-0.001232672,-0.00736179,0.0617963,1.419834,0.6334866,0.08963432,12.92867,8.270179,8.137652
"17#157",17,-0.108513,-0.0006371209,0.01038793,0.06315125,1.495562,0.635045,0.09066916,12.68186,6.751693,8.187096
"17#158",17,-0.04254856,6.061429E-05,-0.01134396,0.05810745,1.452881,0.6347204,0.08843668,12.53337,7.414206,8.264635
"17#159",17,0.5131568,0.0007601206,0.0377405,0.05762714,1.525884,0.631707,0.08921601,12.45573,6.61091,8.194904
"17#160",17,-0.1643747,8.669061E-05,-0.03530801,0.05882212,1.210204,0.6381701,0.08850156,12.29792,7.337374,8.387859
"17#161",17,0.4592635,-0.0001596822,0.02500391,0.05653138,1.189098,0.6427642,0.08960061,11.99647,7.220942,8.277436
"17#162",17,0.1596444,-0.0004688922,0.002236636,0.04785915,0.9670079,0.6398516,0.08819918,11.01735,6.656684,8.432971
"17#163",17,-0.08613396,-0.000415137,-0.03610937,0.04487864,0.8052311,0.6452733,0.08774954,10.85713,6.821631,8.52023
"17#164",17,-0.11951,0.0001109768,0.02891681,0.04255029,0.9270622,0.6444602,0.0874114,10.49756,6.031185,8.387115
"17#165",17,0.06199179,-0.0009218488,0.05280003,0.04183326,0.8600041,0.6414748,0.08781879,10.05638,6.083658,8.592774
"17#166",17,0.1161509,-0.0002558472,-0.01202701,0.03696896,0.5144144,0.6446261,0.08714987,9.578413,5.346251,8.524289
"17#167",17,-0.8190154,0.0002452844,-0.02418538,0.03525751,0.7135803,0.6436976,0.08599352,9.269597,5.433577,8.492831
"17#168",17,0.5914906,-7.367032E-05,-0.03235838,0.03193953,0.3791288,0.6483747,0.08604756,8.324502,4.497249,8.547898
"17#169",17,0.3467909,0.0003862234,0.03702233,0.02861937,0.2928387,0.6458997,0.08624119,7.667691,4.101942,8.56063
"17#170",17,-0.4656443,0.0002510841,0.002920351,0.02709666,0.4392946,0.6507427,0.08644564,6.98148,4.469758,8.557081
"17#171",17,0.06907761,4.708225E-05,-0.0183692,0.02450619,0.3915053,0.6501766,0.08596238,6.458332,4.059645,8.498812
"17#172",17,-0.7467205,-0.0001374757,0.002233516,0.01873772,0.1276568,0.6452926,0.08516812,5.662272,3.946754,8.482955
"17#173",17,-0.7543423,2.384423E-05,-0.02907868,0.01400925,0.1419315,0.6479648,0.08475176,4.113594,2.29316,8.803675
"17#174",17,-0.2202645,0.000853739,0.01488806,0.009525134,0.3151169,0.6449834,0.08600646,3.660506,1.330412,8.535506
"17#175",17,-0.3385012,-0.000882515,0.01520208,0.01032541,0.259025,0.6509348,0.08470543,3.117256,1.923567,8.721192
"17#176",17,0.1340593,0.0001207936,0.05068788,0.01048932,-0.04881799,0.6534104,0.08575348,2.66815,1.370236,8.640302
"17#177",17,0.2700188,-4.567073E-05,-0.01990296,0.007083427,0.3362175,0.6517385,0.08525255,2.354195,1.475334,8.626088
"17#178",17,-0.5762159,-0.000619136,0.002424691,0.007808838,0.06227928,0.6512554,0.08414063,1.880131,1.185186,8.577858
"17#179",17,-0.3283718,-0.0003314601,-0.02816002,0.004312003,-0.02039542,0.649348,0.0842925,1.670835,1.021049,8.71874
"17#180",17,-0.7273674,0.0002269248,-0.002306912,0.003469196,0.0875289,0.6532461,0.08386984,1.120319,0.1972388,8.68811
"17#181",17,0.301249,0.0006566479,0.02371892,0.004130967,0.1371998,0.6549262,0.08412557,0.7541413,-0.1760959,8.703891
"17#182",17,-0.1860655,-0.0004670259,0.002138437,0.002859155,0.06666552,0.648791,0.08525982,0.3915184,0.3040182,8.592351
"17#183",17,0.1329365,0.0005621607,0.02382446,-0.0005807257,-0.01203658,0.6505755,0.08409104,0.2870768,0.2035122,8.751403
"17#184",17,0.7953189,0.0009399111,0.0857648,0.001581403,0.0009300494,0.6505367,0.08445445,0.06782115,-0.06439364,8.681566
"17#185",17,-0.7021618,-0.001225493,-0.03947467,0.003208409,-0.01957436,0.6498841,0.08366372,-0.03711661,-0.3900221,8.705217
"17#186",17,0.3067312,0.0004232874,0.008947629,-0.002475407,0.08809046,0.655034,0.08342522,0.1557482,-0.02726277,8.704938
"17#187",17,0.4532551,0.0004587866,0.004620663,-0.001620805,0.2807981,0.6502109,0.08352349,-0.24794,0.2978235,8.648984
"17#188",17,0.2875315,-0.0003574431,0.03210774,0.001614701,0.1918219,0.654986,0.08324137,-0.05302092,0.2024494,8.726063
"17#189",17,0.4081668,-0.000846199,0.03270707,0.0005805003,-0.1011381,0.6533492,0.08236261,0.1238738,-0.187946,8.623671
"17#190",17,-0.08665992,2.519342E-05,0.007112573,-0.001666389,-0.1371803,0.6517144,0.0822914,-0.1158324,-0.3249019,8.611526
"17#191",17,-0.2723723,2.270227E-05,0.007547348,-0.0005459157,-0.03010659,0.651091,0.0811312,-0.05174459,-0.424635,8.634474
"17#192",17,0.0209713,0.0002778971,0.03090108,-0.001704482,-0.04522112,0.6516203,0.0822028,0.2032062,0.509481,8.661691
"17#193",17,-0.8081453,-0.0001364112,0.03315919,0.0003813247,-0.01716844,0.6527174,0.08322165,0.02174873,0.4478922,8.695234
"17#194",17,0.4209071,-0.000410144,0.05659083,0.0008206163,-0.2003189,0.652423,0.08216687,0.2135631,-0.6169146,8.608603
"17#195",17,0.02521104,-0.000834549,-0.004300516,0.002250483,-0.1219504,0.6433039,0.08303238,0.01660082,0.3226654,8.722742
"17#196",17,-0.1354142,0.0005638375,-0.01936057,-0.0007845463,-0.0590287,0.6503166,0.0811542,0.0822731,0.4589443,8.635325
"17#197",17,0.04863983,0.0003061775,0.02933764,0.0006820192,0.1552176,0.6509438,0.08209389,-0.0753065,-0.004390469,8.706956
"17#198",17,-0.6269058,-0.000603264,0.01953078,0.0004327936,-0.07763337,0.6502883,0.08174753,0.130919,-0.4032521,8.72868
"17#199",17,-0.1515722,0.0001600501,-0.0301918,-0.002153214,-0.08502574,0.6526879,0.08059908,-0.09406765,-0.1954326,8.741659
"17#200",17,0.04960915,-0.0008431567,-0.0005617488,-0.0003104472,0.08452389,0.651134,0.08123442,0.2163479,0.2206785,8.624732
"17#201",17,0.5559703,-0.001241389,0.01419723,-0.000194644,0.01495932,0.6516021,0.08079681,0.0715939,-0.8566495,8.60574
"17#202",17,-0.4365246,0.0001266948,0.0230977,0.0009223313,0.03303153,0.6495559,0.08096037,-0.1715328,-0.3751572,8.76161
"17#203",17,0.3771091,-0.0004163478,-0.02429372,-0.001189756,0.009425311,0.6497753,0.08077262,-0.1417918,0.2393153,8.78462
"17#204",17,-0.1645645,0.0008457855,-0.01905835,0.000222059,-0.061638,0.6490352,0.0819762,-0.02426197,0.4062161,8.730227
"17#205",17,0.6062554,-0.0008219834,-0.006495141,0.002735222,0.08936588,0.6527705,0.08124731,-0.03877914,-0.3727219,8.684284
"17#206",17,0.03902876,0.0006151298,-0.0082961,-5.459621E-05,0.1700903,0.6519071,0.08204123,-0.009285349,-0.09772655,8.742106
"17#207",17,0.280824,-0.0007866829,-0.01201216,0.000739862,-0.07128031,0.6429608,0.08084731,-0.1915486,0.04040536,8.660326
"17#208",17,0.001997289,-0.0008380391,0.002976087,-0.0007201988,0.1509012,0.6486825,0.07951916,-0.008098626,-0.1453419,8.760489
"17#209",17,-0.7536938,3.865806E-05,-0.02233036,-0.0001562696,-0.08044181,0.6468461,0.08007123,0.04707463,0.5981285,8.721484
"17#210",17,-0.3863472,0.000293659,0.03872813,0.002519317,0.0738417,0.6511477,0.0804774,0.08810249,-0.2152592,8.666915
"17#211",17,0.06358732,-0.0002500067,0.02767895,0.0006233584,-0.2050959,0.6459159,0.07963119,-0.1159178,-0.3273522,8.583983
"17#212",17,-0.6022619,-0.0001645642,-0.01941305,-0.00142848,-0.1492341,0.6496201,0.0786973,-0.1421018,0.1120432,8.682638
"17#213",17,0.6143086,-0.0006498097,-0.01758906,-0.000213401,-0.0699462,0.6516291,0.07936274,0.1819579,0.05074382,8.686229
"17#214",17,-0.8288063,9.530217E-05,0.02479727,-0.00076516,0.02879423,0.6524954,0.07902376,0.06775878,0.1298214,8.566571
"17#215",17,-0.1057498,-0.0005240624,-0.02963715,-0.002937564,0.01953361,0.6501563,0.07905897,0.04174666,-0.01270777,8.585961
"17#216",17,-0.1712946,0.0002367676,-0.02562317,-0.002579084,0.02967598,0.6502492,0.07930736,0.2296359,-0.3634143,8.597899
"17#217",17,-0.483137,-0.0004288467,-0.0155631,0.0008255497,-0.2041103,0.6511793,0.07896778,-0.0355395,-0.05138469,8.658937
"17#218",17,-0.1627592,0.0002699944,0.0200332,-0.000910018,-0.01870075,0.645332,0.07847653,-0.1648179,-0.543954,8.787353
"17#219",17,0.2082577,0.0004536802,-0.0246228,-0.0006679933,0.06458541,0.6475147,0.0792987,-0.009530001,0.4220278,8.623349
"17#220",17,-0.6127257,-0.0006836881,-0.01262794,0.000244752,0.1789118,0.6512086,0.07822148,0.08627722,-0.2083636,8.610727
"17#221",17,-0.1270784,0.0003997974,-0.01294722,0.0003326937,-0.1012666,0.6523641,0.07820978,-0.01728343,0.5239571,8.700621
"17#222",17,0.4847438,-0.0006462258,0.01506301,3.751512E-05,0.2006975,0.6491132,0.07881216,-0.0552536,0.04902998,8.670974
"17#223",17,-0.7102458,0.0002141904,0.02802411,-0.0008159081,0.1845997,0.646531,0.07789009,-0.03106946,0.116841,8.596912
"17#224",17,0.3609645,5.123516E-05,0.01196039,-0.000558182,-0.09588671,0.6476096,0.07895378,0.0968571,-0.5265925,8.735958
"17#225",17,-0.3316128,0.0001216082,5.223198E-05,0.0002086333,0.2303622,0.6545022,0.07814493,-0.02596287,0.6166397,8.631543
"17#226",17,0.6314713,-0.0001338756,-0.03048434,0.0008250074,-0.1662395,0.6548998,0.07968497,-0.09018207,-0.9597536,8.577406
"17#227",17,0.3003874,0.0002226181,0.0172414,0.0007241904,0.05751143,0.6531257,0.07846098,-0.1022416,-0.1730999,8.661435
"17#228",17,-0.3237232,-0.0001175008,0.01796902,-0.000554517,0.147616,0.6540346,0.07812363,0.06956068,-0.4366453,8.616088
"17#229",17,-0.04582777,-3.141077E-05,-0.02176324,-0.001280477,0.1114109,0.6562412,0.0791688,0.2125282,-0.4508418,8.663188
"17#230",17,-0.3349649,0.0006555275,0.007706687,-0.0002124604,0.04478642,0.6493384,0.07918563,0.0432302,-0.1976622,8.704933
"17#231",17,-0.2793582,0.0007116233,-0.07435928,-0.001940795,0.1473715,0.6495942,0.07861627,-0.09083683,0.07109881,8.75492
"17#232",17,-0.03502655,-0.0003806206,0.01219338,-0.002495888,-0.254656,0.6528303,0.07935201,-0.2908623,0.3743911,8.733508
"17#233",17,0.04562487,-0.0002411387,-0.001014743,-0.001700342,-0.2109782,0.6461607,0.07857516,0.04751541,-0.04198879,8.575167
"17#234",17,-0.04003006,0.0006126951,-0.015971,-0.0003873269,0.1335896,0.6485702,0.07748637,-0.08311936,0.4459984,8.58613
"17#235",17,0.05392827,-0.0002160721,0.02902508,-0.000354186,0.1027892,0.6520079,0.07848102,0.008030255,-0.6698493,8.570708
"17#236",17,-0.0417763,0.0007191904,-0.02271526,-0.001968628,-0.08328477,0.6511077,0.07762549,0.0003408723,-0.04627344,8.784084
"17#237",17,-0.5171494,0.0001221723,-0.003130438,-0.0006506848,-0.2928964,0.6493641,0.07865215,-0.09819781,-0.1853754,8.695987
"17#238",17,0.04708924,0.0007221965,-0.005914754,0.0003433058,0.2435935,0.6510003,0.07866864,-0.1628788,-0.2043232,8.730652
"17#239",17,-0.2373816,-0.000232107,-0.007530444,-0.000152834,0.02587467,0.6408397,0.07879082,0.04071299,0.3466833,8.651461
"17#240",17,0.3141027,0.0006164112,0.02050714,-5.412778E-05,-0.08295251,0.6474481,0.07847667,0.1599286,0.4254205,8.676223
"17#241",17,-0.3385047,7.138323E-06,-0.008483748,-0.0004885147,-0.07667746,0.6494904,0.07851766,0.2454866,0.3497986,8.707184
"17#242",17,-0.659125,0.000122703,-0.00628019,-0.001666068,0.2564312,0.652662,0.07952441,-0.01952256,-0.03874334,8.81685
"17#243",17,-0.1329793,0.0003018174,0.01079178,-0.002096602,-0.0504688,0.6519181,0.07827598,-0.04267501,0.08248357,8.721062
"17#244",17,0.458886,9.113358E-06,0.02272446,0.0007734815,0.0527105,0.6510257,0.0787773,-0.1828956,-0.5172757,8.74955
"17#245",17,-0.2259381,-0.0001417771,0.02519724,5.880021E-05,-0.1992259,0.6490128,0.07812496,-0.0184744,0.04223963,8.692068
"17#246",17,0.1457045,0.000833348,0.01342951,-0.000661941,0.1046217,0.6442572,0.0763412,0.1207363,0.1118958,8.685002
"17#247",17,-0.752436,-0.0008638109,-0.006267825,0.0006812383,0.1010814,0.6485627,0.07658028,0.1516072,0.07700466,8.76277
"18#1",18,30.46787,0.000402591,-0.02572916,-0.0003531895,-0.1301473,0.1017748,0.005916011,1.434056,0.4446024,-0.03174529
"18#2",18,31.07968,-0.000194937,-0.0240772,0.0013234,0.01505662,0.09979171,0.00745464,1.715608,1.086783,-0.07786652
"18#3",18,30.20068,-2.299195E-05,-0.01861713,-0.0007292457,0.08442622,0.1066031,0.00744244,1.562552,0.8490212,-0.01296424
"18#4",18,29.94445,0.0004820958,0.07059234,-0.0002129131,-0.04009571,0.1104669,0.007719147,1.745057,1.297102,-0.1036699
"18#5",18,30.07334,-2.34345E-05,0.003091959,-0.0006055154,0.0739725,0.1230587,0.007477731,1.929224,0.3390042,0.03862718
"18#6",18,30.16155,0.0003797732,0.02289663,7.697941E-05,-0.04748174,0.1197563,0.007193473,2.180086,1.104317,-0.1580685
"18#7",18,30.19322,0.0007312038,0.002100525,-8.178161E-05,0.1846519,0.1298028,0.006819688,2.089329,1.281456,0.01843389
"18#8",18,30.14911,3.611827E-05,-0.02506794,-0.001127742,-0.2392896,0.1382084,0.00679057,2.288698,0.4247846,-0.06952168
"18#9",18,30.65211,0.0002550074,0.003116201,0.001374791,0.01839267,0.1563246,0.007349801,2.59802,0.3436731,0.01065336
"18#10",18,30.38492,0.000530884,-0.0110291,-0.0004038827,0.02561598,0.1758346,0.007297331,2.897334,1.164508,-0.05010447
"18#11",18,30.55284,0.001450032,-0.005561305,-0.002423241,-0.2404496,0.2011581,0.005882106,3.411132,1.364604,-0.07091821
"18#12",18,30.03039,0.00184081,0.0003680114,-0.001189879,0.1154903,0.2204841,0.006415488,3.772619,2.052602,-0.04326983
"18#13",18,30.69665,0.002268629,0.01632147,-0.0002863078,0.1224332,0.2500263,0.006466504,4.047655,1.952428,0.003616242
"18#14",18,30.33806,0.00389403,-0.01039189,-0.0009002583,-0.1567149,0.2898916,0.00648564,5.055502,2.563475,0.0004276382
"18#15",18,29.99413,0.003890973,0.01973778,-0.00140704,-0.002308424,0.3246214,0.005710488,5.37966,3.118222,-0.07216845
"18#16",18,30.25087,0.005423398,0.002123544,0.001046487,0.1389899,0.3523887,0.005946497,6.246732,2.166237,0.05071877
"18#17",18,29.90313,0.006953557,-0.002224106,0.000762714,0.07423373,0.3898319,0.005021761,6.685008,3.510882,0.0910954
"18#18",18,30.28749,0.009052263,0.01780891,-0.001777868,0.1180059,0.4135879,0.004522033,7.09191,3.320734,-0.0485189
"18#19",18,30.29243,0.01108734,0.002023717,4.964545E-05,0.1515987,0.4256925,0.00506208,7.253797,3.402147,-0.04699894
"18#20",18,30.10141,0.01254752,-0.01052806,0.0006356709,0.07824974,0.4445457,0.004945708,7.428016,5.102193,-0.05098852
"18#21",18,30.25806,0.0147113,0.01157053,0.00154951,-0.1985955,0.4561164,0.004386661,7.690609,6.46225,-0.05447148
"18#22",18,30.4889,0.01623378,-0.02386942,0.0006157882,-0.05133274,0.4726202,0.005089793,7.709852,7.008724,0.009410716
"18#23",18,30.14333,0.01822741,0.003998952,-0.0005419501,-0.008756049,0.4789205,0.004595993,7.731823,9.199252,0.08169757
"18#24",18,29.97902,0.01904186,-0.009344602,-0.002118181,-0.2553121,0.483821,0.004958847,7.636509,10.85215,0.01251388
"18#25",18,30.22144,0.0195727,0.03022571,0.002716099,0.08934708,0.4927835,0.00389977,7.46401,12.46247,0.1006798
"18#26",18,30.66018,0.02076785,0.009597898,-0.0001732112,-0.207587,0.4990693,0.004847448,7.155163,14.13364,0.07589903
"18#27",18,29.95693,0.02193486,-0.01955959,-0.001735425,0.09415291,0.5038496,0.004433296,7.136313,13.85157,-0.04056019
"18#28",18,29.66673,0.02196489,-0.03982479,0.0004881765,0.1511116,0.5062044,0.004201784,7.030452,14.76671,0.045541
"18#29",18,30.0339,0.02242322,0.03710538,-0.0008945682,-0.1009764,0.5134715,0.00407685,6.383311,15.93317,-0.0007680094
"18#30",18,30.43587,0.02402103,-0.02001737,0.001437892,-0.0559583,0.5182999,0.004222355,6.279993,16.36671,0.02268155
"18#31",18,30.8493,0.02280419,0.06488579,0.002927484,0.01092577,0.5237594,0.004254924,6.024844,17.19036,-0.05698486
"18#32",18,30.41013,0.0248072,0.02105027,0.002980638,0.08219624,0.5255362,0.005068601,5.804062,17.29239,-0.04874753
"18#33",18,30.44254,0.02454045,0.006643829,-0.001594838,0.1806355,0.5287313,0.004886525,5.720937,19.21994,0.07320204
"18#34",18,30.10415,0.02502161,-0.01482743,0.001002896,-0.0807485,0.5343001,0.005188989,5.582496,19.05723,0.05128468
"18#35",18,29.93024,0.02503707,0.09676258,0.002094731,0.07305209,0.5363384,0.004036751,5.142906,19.54428,0.1163996
"18#36",18,30.15222,0.02505397,0.04201918,0.002127458,0.1259406,0.5357867,0.004225483,5.161244,20.55052,0.0008945031
"18#37",18,29.89007,0.02536369,-0.03027683,0.003123966,0.03053252,0.5364172,0.003457785,4.973375,21.20581,0.1388769
"18#38",18,30.57091,0.02712845,0.0272964,0.005508581,0.06601851,0.5428302,0.003647884,4.991366,22.56136,0.1604029
"18#39",18,29.14375,0.02756653,0.01949997,0.00527807,0.1577111,0.5472135,0.004762172,5.167002,22.92099,0.05268097
"18#40",18,29.97562,0.02801074,0.02308479,0.004137327,0.250856,0.5380485,0.004373846,5.179038,23.68196,0.3152046
"18#41",18,28.12234,0.0298242,0.0611426,0.007986991,0.3916368,0.5413551,0.004738374,5.45617,25.5957,0.2708522
"18#42",18,28.11777,0.03156594,0.1473855,0.01296294,0.4723648,0.5468284,0.004425855,5.865791,27.64063,0.3912427
"18#43",18,27.38125,0.03229653,0.1184203,0.01335656,1.094892,0.545291,0.004104889,6.107766,28.76792,0.6282602
"18#44",18,25.90889,0.03487103,0.228688,0.02148217,1.512268,0.5480215,0.004602424,6.37922,30.5858,0.7837601
"18#45",18,23.70556,0.03569147,0.3416593,0.02722517,1.866402,0.543232,0.004994856,6.740713,32.71577,1.004768
"18#46",18,21.42034,0.03696677,0.5451394,0.03647969,2.74258,0.5483614,0.004091704,6.746995,33.47167,1.349203
"18#47",18,17.89469,0.0370854,0.7946332,0.04631944,3.777903,0.5473086,0.004899372,7.458697,34.51138,1.965426
"18#48",18,12.00357,0.03872368,1.084935,0.06348371,5.654615,0.5457761,0.004388337,8.043093,34.93792,2.726974
"18#49",18,10.31587,0.03827432,1.1367,0.0692575,6.309806,0.5471227,0.003667064,8.302757,35.37786,2.889703
"18#50",18,9.073417,0.0375382,1.268152,0.07844521,7.05777,0.5458474,0.004334352,8.824028,35.41091,3.241478
"18#51",18,6.312588,0.03686261,1.380999,0.08577158,7.672095,0.5462463,0.003625437,9.219423,35.70641,3.599883
"18#52",18,3.779323,0.03576753,1.516177,0.0931012,8.624023,0.5440356,0.004396539,9.935689,36.22923,3.887464
"18#53",18,2.798493,0.03550686,1.5179,0.09310087,8.668075,0.5412874,0.004993129,10.51193,35.89437,4.054742
"18#54",18,2.627903,0.03434777,1.591715,0.0987193,9.172863,0.5412543,0.00501282,10.29825,35.09713,4.236412
"18#55",18,0.9256048,0.03238462,1.583267,0.1002283,9.366204,0.5451546,0.003791888,10.45325,35.49443,4.290482
"18#56",18,0.9094375,0.0323435,1.617704,0.1029727,9.622404,0.5466028,0.00399757,10.12271,33.97776,4.427659
"18#57",18,0.2236472,0.02999672,1.571137,0.1040452,9.814373,0.5450168,0.005031589,10.02099,34.0395,4.552096
"18#58",18,-0.4321569,0.02963568,1.637177,0.1027157,9.793662,0.5455375,0.005006717,9.793585,33.48411,4.531324
"18#59",18,0.04400837,0.0272949,1.578276,0.1052156,9.892307,0.5422061,0.005743855,8.916902,31.59849,4.550897
"18#60",18,-0.08699558,0.02718201,1.60871,0.1051353,9.838386,0.5454869,0.004333935,8.768997,30.94131,4.52241
"18#61",18,0.4093314,0.02634992,1.552652,0.1038502,9.837937,0.542324,0.004316559,8.223876,29.46122,4.550159
"18#62",18,0.2858285,0.02558247,1.583135,0.1058299,10.05652,0.5432327,0.004422114,7.677407,29.55001,4.502247
"18#63",18,0.2642712,0.02515483,1.551221,0.1028603,10.09273,0.5424353,0.004822476,6.613103,28.2026,4.502491
"18#64",18,0.1846103,0.02401958,1.502219,0.1033183,9.952578,0.5393574,0.005614478,5.194226,26.26946,4.531821
"18#65",18,0.269857,0.0205792,1.579943,0.1007749,9.883505,0.5437422,0.004731579,3.728031,24.17028,4.514102
"18#66",18,-0.09550312,0.01976262,1.591761,0.1053221,10.02916,0.5442154,0.005808484,4.332133,23.0511,4.528973
"18#67",18,-0.3105907,0.01693594,1.542653,0.1045965,9.856997,0.545818,0.005607798,4.417391,22.90595,4.51275
"18#68",18,-0.144387,0.01644515,1.5903,0.1016241,9.839546,0.5419131,0.005204785,4.428623,22.31137,4.587301
"18#69",18,-0.1113461,0.01591661,1.54309,0.1007078,10.13554,0.5439588,0.004863364,4.839998,21.47381,4.484723
"18#70",18,-0.09042949,0.01506959,1.54942,0.09999148,9.940856,0.544909,0.004162176,4.54669,20.81658,4.429062
"18#71",18,0.2831523,0.0132376,1.570778,0.1010898,9.809611,0.5462279,0.005252752,4.587407,19.78092,4.508962
"18#72",18,-0.2851579,0.0120813,1.51407,0.1004987,9.939926,0.543772,0.00467556,4.551393,19.07133,4.550533
"18#73",18,0.2792757,0.01186842,1.579549,0.09827022,10.08687,0.5454965,0.004168425,4.612093,18.8583,4.52586
"18#74",18,0.03306756,0.01112342,1.497573,0.1000084,10.09662,0.5436293,0.004433649,4.455488,18.36829,4.575294
"18#75",18,-0.7385286,0.01047841,1.533188,0.09690137,9.828133,0.5430917,0.00484555,4.587086,18.70554,4.577735
"18#76",18,0.6119863,0.009294038,1.501152,0.09467877,9.980955,0.5436901,0.004857569,4.600463,18.03914,4.626269
"18#77",18,-0.100118,0.008574737,1.542483,0.09518234,9.939706,0.5459786,0.004195411,4.48159,17.39069,4.431123
"18#78",18,-0.09341972,0.008409904,1.523792,0.09375536,10.01471,0.5435936,0.005436121,4.19617,17.11964,4.490063
"18#79",18,-0.6129494,0.00464156,1.498553,0.09196864,9.993924,0.5433335,0.004420538,4.311104,17.76819,4.63594
"18#80",18,-0.4515232,0.002365556,1.551005,0.08710072,10.1401,0.5409006,0.005001088,4.12431,17.24419,4.582593
"18#81",18,0.04707655,0.0005110544,1.491708,0.08615785,10.00305,0.5405771,0.004286628,3.78586,16.61081,4.582107
"18#82",18,-0.4552988,0.0004334436,1.543309,0.08540166,10.05815,0.5467404,0.005150642,3.72616,15.91939,4.601383
"18#83",18,0.2865189,0.001215205,1.526637,0.08667576,9.93514,0.545096,0.005217684,3.395317,15.09585,4.555779
"18#84",18,0.3340954,0.0007025753,1.469365,0.08250166,9.847763,0.5425265,0.005214748,1.85435,14.57701,4.522307
"18#85",18,-0.1703347,-1.911131E-05,1.52454,0.08725859,9.88154,0.5496603,0.005547905,-3.625576,7.454389,4.61052
"18#86",18,0.02693841,0.0008080757,1.501881,0.08591571,10.05898,0.5453179,0.005576361,-4.018141,7.776879,4.57678
"18#87",18,-0.8279049,0.0001531784,1.471066,0.08372904,10.03661,0.5459305,0.006224965,-3.869471,7.252806,4.540711
"18#88",18,0.1328557,0.0005554622,1.476922,0.08468235,10.2042,0.5429957,0.004740152,-3.753593,7.133485,4.397472
"18#89",18,-0.06261842,-7.301311E-05,1.491294,0.08351118,10.01662,0.5409752,0.004780352,-3.557969,7.809778,4.571729
"18#90",18,0.3359619,-0.001213445,1.461487,0.08346818,9.957712,0.5442492,0.005175825,-3.791727,7.178994,4.512949
"18#91",18,-0.06278119,0.0004251513,1.509211,0.08131896,10.18731,0.546473,0.004809342,-3.713482,7.829149,4.510022
"18#92",18,0.02880735,0.0004612784,1.488627,0.07949661,9.95346,0.5479747,0.005041954,-3.885649,7.465852,4.565747
"18#93",18,-0.3513921,0.0008752704,1.485413,0.07844238,10.0198,0.5414382,0.004589687,-3.932538,8.050529,4.641113
"18#94",18,-0.05412297,0.0003174499,1.480852,0.06684767,10.09809,0.5435623,0.005288179,-4.361704,6.919894,4.595979
"18#95",18,-0.2698208,-0.0002887639,1.382597,0.05708451,9.978352,0.5456529,0.005928232,-4.900986,6.088533,4.514571
"18#96",18,0.3370199,6.638827E-05,1.42734,0.0488409,10.21176,0.5459493,0.006153215,-5.270448,5.304372,4.551228
"18#97",18,0.2142832,4.14136E-05,1.349942,0.04003437,10.23145,0.5463867,0.005975959,-5.691699,4.732733,4.59493
"18#98",18,0.1412017,-0.0002557581,1.256245,0.02305976,10.16861,0.5468434,0.006865288,-7.134861,3.64412,4.556803
"18#99",18,0.1237418,0.0005077785,1.220757,0.01738979,10.43791,0.5451299,0.006291777,-7.509802,2.375693,4.628023
"18#100",18,-0.8007272,0.0004462569,1.12884,0.01140656,10.54139,0.5461563,0.006269933,-7.751627,1.974628,4.593502
"18#101",18,-0.4147297,0.0002564725,1.010779,0.0109933,10.51882,0.5483984,0.006993771,-8.376616,1.221911,4.546813
"18#102",18,-1.009105,0.0001066719,0.9793523,0.005460043,10.60944,0.546051,0.00646551,-8.198617,1.057306,4.588442
"18#103",18,-0.773428,-0.0001977235,0.8960521,0.00617383,10.6292,0.5438496,0.007665578,-7.667545,0.3418202,4.581647
"18#104",18,0.3517503,0.0009795385,0.8338933,0.002207196,10.79501,0.5421987,0.007271516,-7.442587,0.717124,4.542243
